朝代,姓名,姓名-简体,登科年份,登科年号,登科年号年份,登科年龄,科考成绩
清,于可託,于可托,1655,顺治,12,,
清,楊鼐,杨鼐,1655,顺治,12,,
清,慕天顏,慕天颜,1655,顺治,12,,
清,宋德宜,宋德宜,1655,顺治,12,,
清,李贊元,李赞元,1655,顺治,12,,
清,王日藻,王日藻,1655,顺治,12,,
清,孫光祀,孙光祀,1655,顺治,12,,
清,劉宗韓,刘宗韩,1655,顺治,12,,第3甲第5名
清,王益朋,王益朋,1655,顺治,12,,二甲一名
清,王登雲,王登云,1655,顺治,12,,二甲七十名
清,陸左銘,陆左铭,1655,顺治,12,,第3甲第285名
清,田逢吉,田逢吉,1655,顺治,12,,
清,周宸藻,周宸藻,1655,顺治,12,,
清,高瑜,高瑜,1655,顺治,12,,
清,圖爾宸,图尔宸,1655,顺治,12,,一甲一名
清,達爾布,达尔布,1655,顺治,12,,
清,傅扆,傅扆,1655,顺治,12,,
清,丁澎,丁澎,1655,顺治,12,,
清,王揆,王揆,1655,顺治,12,,
清,王遵訓,王遵训,1655,顺治,12,,
清,王澤宏,王泽宏,1655,顺治,12,,
清,王騭,王骘,1655,顺治,12,,第2甲第49名
清,王如辰,王如辰,1655,顺治,12,,第3甲第169名
清,馮雲驤,冯云骧,1655,顺治,12,,第3甲第88名
清,呂正音,吕正音,1655,顺治,12,,第3甲第170名
清,嚴沆,严沆,1655,顺治,12,,第2甲第4名
清,楊雍建,杨雍建,1655,顺治,12,,第3甲第99名
清,陳必成,陈必成,1655,顺治,12,,第2甲第61名
清,陳必成,陈必成,1655,顺治,12,,第2甲第61名
清,秦鉽,秦𫟸,1655,顺治,12,,一甲三名進士
清,秦松齡,秦松龄,1655,顺治,12,,第3甲第123名
清,袁州佐,袁州佐,1655,顺治,12,,第3甲第13名
清,徐元珙,徐元珙,1655,顺治,12,,第2甲第10名
清,郭曰燧,郭曰燧,1655,顺治,12,,第2甲第15名
清,黃貞麟,黄贞麟,1655,顺治,12,,
清,章貞,章贞,1655,顺治,12,,第3甲第267名
清,沈自南,沈自南,1655,顺治,12,,第3甲第265名
清,齊洪勳,齐洪勋,1655,顺治,12,,第3甲第313名
清,商顯仁,商显仁,1655,顺治,12,,第3甲第74名
清,唐時亨,唐时亨,1655,顺治,12,,第3甲第258名
清,唐炌,唐炌,1655,顺治,12,,第3甲第159名
清,章霖,章霖,1655,顺治,12,,第3甲第239名
清,許爌,许爌,1655,顺治,12,,第3甲第305名
清,許之漸,许之渐,1655,顺治,12,,第2甲第38名
清,許宗渾,许宗浑,1655,顺治,12,,第3甲第58名
清,許書,许书,1655,顺治,12,,第3甲第292名
清,龔勳,龚勋,1655,顺治,12,,第3甲第91名
清,龔鯤,龚鲲,1655,顺治,12,,第3甲第107名
清,龔九震,龚九震,1655,顺治,12,,第3甲第55名
清,謝敦懿,谢敦懿,1655,顺治,12,,第3甲第80名
清,謝包京,谢包京,1655,顺治,12,,第3甲第225名
清,謝蘭英,谢兰英,1655,顺治,12,,第3甲第249名
清,謝世則,谢世则,1655,顺治,12,,第3甲第130名
清,郭士璟,郭士璟,1655,顺治,12,,第3甲第134名
清,郭世純,郭世纯,1655,顺治,12,,第2甲第7名
清,郭懷琮,郭怀琮,1655,顺治,12,,第3甲第217名
清,施鳴佩,施鸣佩,1655,顺治,12,,第3甲第34名
清,許光震,许光震,1655,顺治,12,,第3甲第152名
清,王元晉,王元晋,1655,顺治,12,,第3甲第32名
清,王震亨,王震亨,1655,顺治,12,,第3甲第301名
清,王震起,王震起,1655,顺治,12,,第3甲第142名
清,王發祥,王发祥,1655,顺治,12,,第2甲第28名
清,王鼐,王鼐,1655,顺治,12,,第3甲第147名
清,王汝棐,王汝棐,1655,顺治,12,,第2甲第73名
清,王澤弘,王泽弘,1655,顺治,12,,第2甲第11名
清,王士祿,王士禄,1655,顺治,12,,第3甲第221名
清,王志鏊,王志鏊,1655,顺治,12,,第3甲第297名
清,王若羲,王若羲,1655,顺治,12,,第3甲第248名
清,王昌嗣,王昌嗣,1655,顺治,12,,第3甲第287名
清,王明試,王明试,1655,顺治,12,,第3甲第138名
清,王階,王阶,1655,顺治,12,,第3甲第29名
清,丁象鼎,丁象鼎,1655,顺治,12,,第3甲第289名
清,丁其譽,丁其誉,1655,顺治,12,,第3甲第171名
清,夏長泰,夏长泰,1655,顺治,12,,第3甲第158名
清,于芳,于芳,1655,顺治,12,,第3甲第226名
清,于鵬翰,于鹏翰,1655,顺治,12,,第3甲第97名
清,于肖龍,于肖龙,1655,顺治,12,,第3甲第156名
清,石曜,石曜,1655,顺治,12,,第3甲第186名
清,雷湛,雷湛,1655,顺治,12,,第3甲第182名
清,雷學謙,雷学谦,1655,顺治,12,,第3甲第49名
清,雷光業,雷光业,1655,顺治,12,,第3甲第206名
清,賈廷蘭,贾廷兰,1655,顺治,12,,第3甲第19名
清,賈復元,贾复元,1655,顺治,12,,第3甲第137名
清,項景襄,项景襄,1655,顺治,12,,第3甲第164名
清,張應瑞,张应瑞,1655,顺治,12,,第3甲第314名
清,張施大,张施大,1655,顺治,12,,第3甲第245名
清,張吾瑾,张吾瑾,1655,顺治,12,,第3甲第210名
清,張可立,张可立,1655,顺治,12,,第3甲第253名
清,張雲孫,张云孙,1655,顺治,12,,第2甲第47名
清,張登選,张登选,1655,顺治,12,,第3甲第283名
清,張登舉,张登举,1655,顺治,12,,第2甲第76名
清,張聯箕,张联箕,1655,顺治,12,,第3甲第270名
清,張翮飛,张翮飞,1655,顺治,12,,第3甲第184名
清,張鼎新,张鼎新,1655,顺治,12,,第3甲第294名
清,張鼎彝,张鼎彝,1655,顺治,12,,第3甲第67名
清,張我鼎,张我鼎,1655,顺治,12,,第3甲第276名
清,張偉,张伟,1655,顺治,12,,第3甲第303名
清,張注慶,张注庆,1655,顺治,12,,第3甲第68名
清,張完臣,张完臣,1655,顺治,12,,第3甲第232名
清,張為仁,张为仁,1655,顺治,12,,第3甲第133名
清,張有傑,张有杰,1655,顺治,12,,第3甲第131名
清,張有光,张有光,1655,顺治,12,,第2甲第35名
清,張嘉祚,张嘉祚,1655,顺治,12,,第2甲第74名
清,張嘉善,张嘉善,1655,顺治,12,,第3甲第279名
清,張藎,张荩,1655,顺治,12,,第3甲第173名
清,張懋德,张懋德,1655,顺治,12,,第3甲第244名
清,張萃,张萃,1655,顺治,12,,第3甲第111名
清,張若麒,张若麒,1655,顺治,12,,第3甲第288名
清,張超,张超,1655,顺治,12,,第3甲第82名
清,張翰揚,张翰扬,1655,顺治,12,,第2甲第33名
清,張松齡,张松龄,1655,顺治,12,,第3甲第1名
清,張見龍,张见龙,1655,顺治,12,,第3甲第59名
清,張易賁,张易贲,1655,顺治,12,,第3甲第192名
清,張恩斌,张恩斌,1655,顺治,12,,第3甲第83名
清,張體元,张体元,1655,顺治,12,,第3甲第251名
清,張鳳翮,张凤翮,1655,顺治,12,,第3甲第124名
清,張鳳起,张凤起,1655,顺治,12,,第3甲第295名
清,張錫懌,张锡怿,1655,顺治,12,,第3甲第15名
清,張惟赤,张惟赤,1655,顺治,12,,第2甲第57名
清,張懷德,张怀德,1655,顺治,12,,第3甲第310名
清,張光烈,张光烈,1655,顺治,12,,第3甲第304名
清,裴紹宗,裴绍宗,1655,顺治,12,,第3甲第11名
清,孔文明,孔文明,1655,顺治,12,,第3甲第175名
清,孔邁,孔迈,1655,顺治,12,,第3甲第194名
清,孫胤驥,孙胤骥,1655,顺治,12,,第2甲第26名
清,孫胤光,孙胤光,1655,顺治,12,,第3甲第243名
清,孫繼,孙继,1655,顺治,12,,第3甲第307名
清,孫象賢,孙象贤,1655,顺治,12,,第3甲第10名
清,孫宗元,孙宗元,1655,顺治,12,,第3甲第146名
清,孫中麟,孙中麟,1655,顺治,12,,第3甲第281名
清,孫際昌,孙际昌,1655,顺治,12,,第3甲第39名
清,伍柳,伍柳,1655,顺治,12,,第3甲第64名
清,孟瑞,孟瑞,1655,顺治,12,,第3甲第220名
清,孟述緒,孟述绪,1655,顺治,12,,第3甲第206名
清,鄧可權,邓可权,1655,顺治,12,,第3甲第75名
清,鄧種麟,邓种麟,1655,顺治,12,,第3甲第25名
清,鄢翼明,鄢翼明,1655,顺治,12,,第3甲第280名
清,鞏維城,巩维城,1655,顺治,12,,第3甲第47名
清,尹源進,尹源进,1655,顺治,12,,第2甲第21名
清,邵仲陟,邵仲陟,1655,顺治,12,,第3甲第172名
清,邵嘉胤,邵嘉胤,1655,顺治,12,,第3甲第286名
清,邵世茂,邵世茂,1655,顺治,12,,第3甲第70名
清,耿効忠,耿効忠,1655,顺治,12,,第3甲第290名
清,耿佐明,耿佐明,1655,顺治,12,,第3甲第278名
清,喬升德,乔升德,1655,顺治,12,,第3甲第166名
清,焦榮,焦荣,1655,顺治,12,,第3甲第315名
清,盧易,卢易,1655,顺治,12,,第3甲第129名
清,盧景芳,卢景芳,1655,顺治,12,,第3甲第254名
清,何訥,何讷,1655,顺治,12,,第3甲第66名
清,何元英,何元英,1655,顺治,12,,第3甲第6名
清,虞士燁,虞士烨,1655,顺治,12,,第2甲第39名
清,熊光裕,熊光裕,1655,顺治,12,,第3甲第102名
清,任琪,任琪,1655,顺治,12,,第3甲第161名
清,任雄,任雄,1655,顺治,12,,第3甲第180名
清,任埈,任埈,1655,顺治,12,,第2甲第32名
清,任暄猷,任暄猷,1655,顺治,12,,第2甲第60名
清,巢震林,巢震林,1655,顺治,12,,第2甲第59名
清,稽永福,稽永福,1655,顺治,12,,第3甲第56名
清,朱謨,朱谟,1655,顺治,12,,第3甲第140名
清,朱旂,朱旗,1655,顺治,12,,第2甲第8名
清,朱麟祥,朱麟祥,1655,顺治,12,,第2甲第45名
清,朱霞,朱霞,1655,顺治,12,,第3甲第37名
清,朱張銘,朱张铭,1655,顺治,12,,第3甲第4名
清,朱孔照,朱孔照,1655,顺治,12,,第2甲第69名
清,吳宗虞,吴宗虞,1655,顺治,12,,第3甲第36名
清,朱?,朱?,1655,顺治,12,,第3甲第96名
清,朱際明,朱际明,1655,顺治,12,,第3甲第200名
清,魏允升,魏允升,1655,顺治,12,,第3甲第231名
清,吳子雲,吴子云,1655,顺治,12,,第3甲第110名
清,吳貞度,吴贞度,1655,顺治,12,,第3甲第63名
清,吳允升,吴允升,1655,顺治,12,,第3甲第264名
清,吳暹,吴暹,1655,顺治,12,,第3甲第121名
清,吳來紱,吴来绂,1655,顺治,12,,第2甲第29名
清,吳起鳳,吴起凤,1655,顺治,12,,第3甲第201名
清,吳?,吴?,1655,顺治,12,,第3甲第218名
清,吳景祉,吴景祉,1655,顺治,12,,第3甲第153名
清,程天旋,程天旋,1655,顺治,12,,第3甲第94名
清,程之明,程之明,1655,顺治,12,,第3甲第141名
清,程必昇,程必升,1655,顺治,12,,第3甲第136名
清,歸泓,归泓,1655,顺治,12,,第3甲第21名
清,倪衷復,倪衷复,1655,顺治,12,,第3甲第112名
清,鄔汝楫,邬汝楫,1655,顺治,12,,第3甲第256名
清,鄒登嵋,邹登嵋,1655,顺治,12,,第3甲第272名
清,紀元,纪元,1655,顺治,12,,第3甲第50名
清,紀中興,纪中兴,1655,顺治,12,,第3甲第235名
清,徐元粲,徐元粲,1655,顺治,12,,第2甲第17名
清,宋逢泰,宋逢泰,1655,顺治,12,,第3甲第151名
清,徐致章,徐致章,1655,顺治,12,,第2甲第23名
清,徐紹芳,徐绍芳,1655,顺治,12,,第3甲第41名
清,徐州牧,徐州牧,1655,顺治,12,,第3甲第150名
清,徐杆,徐杆,1655,顺治,12,,第3甲第168名
清,淮清,淮清,1655,顺治,12,,第3甲第119名
清,甯心祖,宁心祖,1655,顺治,12,,第3甲第40名
清,甯國珍,宁国珍,1655,顺治,12,,第3甲第78名
清,甯光璽,宁光玺,1655,顺治,12,,第3甲第108名
清,安九埏,安九埏,1655,顺治,12,,第3甲第163名
清,宋國榮,宋国荣,1655,顺治,12,,第3甲第20名
清,汪有朋,汪有朋,1655,顺治,12,,第3甲第198名
清,汪觀,汪观,1655,顺治,12,,第3甲第125名
清,馮皐彊,冯皐彊,1655,顺治,12,,第3甲第273名
清,馮源濟,冯源济,1655,顺治,12,,第2甲第43名
清,馮鏞,冯镛,1655,顺治,12,,第3甲第259名
清,顧豹文,顾豹文,1655,顺治,12,,第3甲第71名
清,顧景錫,顾景锡,1655,顺治,12,,第3甲第12名
清,叢大為,丛大为,1655,顺治,12,,第3甲第106名
清,潘世晉,潘世晋,1655,顺治,12,,第3甲第35名
清,梁儒,梁儒,1655,顺治,12,,第3甲第263名
清,梁御鼎,梁御鼎,1655,顺治,12,,第3甲第296名
清,梁熙,梁熙,1655,顺治,12,,第3甲第247名
清,梁鋐,梁鋐,1655,顺治,12,,第3甲第117名
清,沈彲,沈彨,1655,顺治,12,,第3甲第144名
清,沈逵,沈逵,1655,顺治,12,,第3甲第69名
清,沈世奕,沈世奕,1655,顺治,12,,第2甲第58名
清,沈棻,沈棻,1655,顺治,12,,第3甲第193名
清,洪啟槐,洪启槐,1655,顺治,12,,第3甲第109名
清,洪士銘,洪士铭,1655,顺治,12,,第2甲第30名
清,洪若皐,洪若皐,1655,顺治,12,,第2甲第42名
清,溫泮,温泮,1655,顺治,12,,第3甲第162名
清,祖之麟,祖之麟,1655,顺治,12,,第3甲第317名
清,祖澤潛,祖泽潜,1655,顺治,12,,第3甲第318名
清,過松齡,过松龄,1655,顺治,12,,第3甲第274名
清,遲煊,迟煊,1655,顺治,12,,第3甲第174名
清,遲炤,迟炤,1655,顺治,12,,第3甲第118名
清,李彥珽,李彦珽,1655,顺治,12,,第3甲第149名
清,李丕則,李丕则,1655,顺治,12,,第3甲第204名
清,李震生,李震生,1655,顺治,12,,第2甲第64名
清,李弘敏,李弘敏,1655,顺治,12,,第3甲第269名
清,李繼白,李继白,1655,顺治,12,,第3甲第299名
清,李浣,李浣,1655,顺治,12,,第3甲第167名
清,李棟朝,李栋朝,1655,顺治,12,,第3甲第277名
清,李如蘭,李如兰,1655,顺治,12,,第3甲第115名
清,李抒玉,李抒玉,1655,顺治,12,,第3甲第234名
清,李曰桂,李曰桂,1655,顺治,12,,第3甲第85名
清,李開鄴,李开邺,1655,顺治,12,,第3甲第7名
清,李鏞金,李镛金,1655,顺治,12,,第2甲第25名
清,李毓楠,李毓楠,1655,顺治,12,,第3甲第242名
清,李燧升,李燧升,1655,顺治,12,,第3甲第26名
清,韋弦佩,韦弦佩,1655,顺治,12,,第3甲第51名
清,袁鴻謨,袁鸿谟,1655,顺治,12,,第3甲第86名
清,彭襄,彭襄,1655,顺治,12,,第3甲第197名
清,荊柯,荆柯,1655,顺治,12,,第3甲第38名
清,姚啟盛,姚启盛,1655,顺治,12,,第3甲第84名
清,尤師錫,尤师锡,1655,顺治,12,,第3甲第48名
清,戴斌,戴斌,1655,顺治,12,,第2甲第66名
清,戴王綸,戴王纶,1655,顺治,12,,第1甲第2名
清,戴錫綸,戴锡纶,1655,顺治,12,,第3甲第208名
清,董紹邦,董绍邦,1655,顺治,12,,第3甲第284名
清,董國棟,董国栋,1655,顺治,12,,第3甲第42名
清,董常國,董常国,1655,顺治,12,,第3甲第105名
清,萬鼒,万鼒,1655,顺治,12,,第2甲第37名
清,萬泰,万泰,1655,顺治,12,,第3甲第95名
清,萬錦雯,万锦雯,1655,顺治,12,,第3甲第257名
清,蓋範,盖范,1655,顺治,12,,第3甲第233名
清,范廷魁,范廷魁,1655,顺治,12,,第3甲第240名
清,范廷華,范廷华,1655,顺治,12,,第3甲第298名
清,范廷鳳,范廷凤,1655,顺治,12,,第3甲第190名
清,堵嶷,堵嶷,1655,顺治,12,,第3甲第177名
清,蔣龍光,蒋龙光,1655,顺治,12,,第3甲第3名
清,蔣宣,蒋宣,1655,顺治,12,,第3甲第90名
清,蔣寅,蒋寅,1655,顺治,12,,第3甲第157名
清,蔣中和,蒋中和,1655,顺治,12,,第3甲第202名
清,韓張,韩张,1655,顺治,12,,第3甲第81名
清,韓遴,韩遴,1655,顺治,12,,第3甲第268名
清,韓雄胤,韩雄胤,1655,顺治,12,,第3甲第87名
清,華士瞻,华士瞻,1655,顺治,12,,第2甲第62名
清,萇孕秀,苌孕秀,1655,顺治,12,,第3甲第160名
清,薛奮生,薛奋生,1655,顺治,12,,第2甲第34名
清,黃雲鶴,黄云鹤,1655,顺治,12,,第3甲第187名
清,黃雲史,黄云史,1655,顺治,12,,第2甲第67名
清,黃維祺,黄维祺,1655,顺治,12,,第3甲第165名
清,黃虞再,黄虞再,1655,顺治,12,,第3甲第262名
清,黃鼎,黄鼎,1655,顺治,12,,第2甲第5名
清,綦汝楫,綦汝楫,1655,顺治,12,,第3甲第9名
清,杜皇甫,杜皇甫,1655,顺治,12,,第2甲第53名
清,杜汝用,杜汝用,1655,顺治,12,,第3甲第65名
清,林文輝,林文辉,1655,顺治,12,,第3甲第92名
清,楊日升,杨日升,1655,顺治,12,,第3甲第132名
清,楊國相,杨国相,1655,顺治,12,,第3甲第228名
清,賀王昌,贺王昌,1655,顺治,12,,第3甲第127名
清,楊文正,杨文正,1655,顺治,12,,第3甲第203名
清,楊端本,杨端本,1655,顺治,12,,第3甲第126名
清,楊元蕃,杨元蕃,1655,顺治,12,,第3甲第145名
清,楊霞,杨霞,1655,顺治,12,,第3甲第309名
清,楊廷錦,杨廷锦,1655,顺治,12,,第2甲第16名
清,楊鼐,杨鼐,1655,顺治,12,,第3甲第52名
清,楊繼經,杨继经,1655,顺治,12,,第3甲第8名
清,楊名耀,杨名耀,1655,顺治,12,,第2甲第68名
清,楊瀛,杨瀛,1655,顺治,12,,第3甲第185名
清,楊通久,杨通久,1655,顺治,12,,第3甲第122名
清,楊志遠,杨志远,1655,顺治,12,,第2甲第13名
清,楊森,杨森,1655,顺治,12,,第2甲第20名
清,楊標,杨标,1655,顺治,12,,第3甲第219名
清,楊蕃生,杨蕃生,1655,顺治,12,,第3甲第30名
清,郝獻明,郝献明,1655,顺治,12,,第3甲第176名
清,胡韻,胡韵,1655,顺治,12,,第3甲第98名
清,胡虞潢,胡虞潢,1655,顺治,12,,第3甲第77名
清,胡健,胡健,1655,顺治,12,,第3甲第72名
清,胡啓甲,胡启甲,1655,顺治,12,,第3甲第46名
清,胡在恪,胡在恪,1655,顺治,12,,第2甲第19名
清,胡景曾,胡景曾,1655,顺治,12,,第3甲第44名
清,胡簡敬,胡简敬,1655,顺治,12,,第2甲第77名
清,梅光鼎,梅光鼎,1655,顺治,12,,第3甲第101名
清,趙廷佑,赵廷佑,1655,顺治,12,,第3甲第120名
清,趙奮霄,赵奋霄,1655,顺治,12,,第3甲第227名
清,趙奠麗,赵奠丽,1655,顺治,12,,第3甲第246名
清,史崇恂,史崇恂,1655,顺治,12,,第3甲第300名
清,史紀夏,史纪夏,1655,顺治,12,,第3甲第195名
清,史逸裘,史逸裘,1655,顺治,12,,第3甲第2名
清,史大成,史大成,1655,顺治,12,,第1甲第1名
清,史颺廷,史飏廷,1655,顺治,12,,第3甲第61名
清,申綋祚,申𫟄祚,1655,顺治,12,,第3甲第23名
清,惠疇,惠畴,1655,顺治,12,,第3甲第209名
清,秦琅,秦琅,1655,顺治,12,,第2甲第65名
清,秦鑣,秦镳,1655,顺治,12,,第3甲第62名
清,秦鉽,秦𫟸,1655,顺治,12,,第1甲第3名
清,托必泰,托必泰,1655,顺治,12,,第3甲第27名
清,戚藩,戚藩,1655,顺治,12,,第3甲第188名
清,曹鍾浩,曹钟浩,1655,顺治,12,,第3甲第103名
清,田種玉,田种玉,1655,顺治,12,,第3甲第22名
清,呂和鍾,吕和钟,1655,顺治,12,,第2甲第27名
清,呂鳳梧,吕凤梧,1655,顺治,12,,第3甲第113名
清,羅文瑜,罗文瑜,1655,顺治,12,,第3甲第224名
清,劉元徵,刘元征,1655,顺治,12,,第2甲第48名
清,劉廷桂,刘廷桂,1655,顺治,12,,第3甲第89名
清,劉子正,刘子正,1655,顺治,12,,第3甲第212名
清,劉維禎,刘维祯,1655,顺治,12,,第3甲第178名
清,嚴翼王,严翼王,1655,顺治,12,,第3甲第205名
清,喻珩,喻珩,1655,顺治,12,,第2甲第40名
清,馬淑昌,马淑昌,1655,顺治,12,,第3甲第114名
清,馬光遠,马光远,1655,顺治,12,,第3甲第93名
清,馬光啟,马光启,1655,顺治,12,,第3甲第236名
清,劉慶藻,刘庆藻,1655,顺治,12,,第3甲第213名
清,劉廣譽,刘广誉,1655,顺治,12,,第3甲第250名
清,劉訢,刘䜣,1655,顺治,12,,第2甲第71名
清,劉胤桂,刘胤桂,1655,顺治,12,,第3甲第18名
清,劉渡,刘渡,1655,顺治,12,,第3甲第183名
清,劉深,刘深,1655,顺治,12,,第3甲第238名
清,劉祚遠,刘祚远,1655,顺治,12,,第2甲第56名
清,劉芳躅,刘芳躅,1655,顺治,12,,第2甲第14名
清,劉朝宗,刘朝宗,1655,顺治,12,,第3甲第255名
清,劉昌臣,刘昌臣,1655,顺治,12,,第2甲第50名
清,劉夔生,刘夔生,1655,顺治,12,,第2甲第271名
清,劉毓安,刘毓安,1655,顺治,12,,第3甲第282名
清,劉輝,刘辉,1655,顺治,12,,第2甲第72名
清,丘璐,丘璐,1655,顺治,12,,第3甲第216名
清,丘象升,丘象升,1655,顺治,12,,第2甲第31名
清,丘時中,丘时中,1655,顺治,12,,第3甲第135名
清,陸廷福,陆廷福,1655,顺治,12,,第2甲第63名
清,陸鳴珂,陆鸣珂,1655,顺治,12,,第3甲第181名
清,陸翔華,陆翔华,1655,顺治,12,,第3甲第16名
清,陳立禮,陈立礼,1655,顺治,12,,第3甲第311名
清,陳戩,陈戬,1655,顺治,12,,第2甲第18名
清,陳聖泰,陈圣泰,1655,顺治,12,,第3甲第104名
清,陳敱永,陈敱永,1655,顺治,12,,第3甲第43名
清,陳祚昌,陈祚昌,1655,顺治,12,,第2甲第75名
清,陳國楨,陈国桢,1655,顺治,12,,第3甲第302名
清,陳年穀,陈年谷,1655,顺治,12,,第3甲第312名
清,周令樹,周令树,1655,顺治,12,,第3甲第24名
清,周敏政,周敏政,1655,顺治,12,,第3甲第199名
清,陳常,陈常,1655,顺治,12,,第2甲第52名
清,陳灴,陈灴,1655,顺治,12,,第3甲第241名
清,周珽,周珽,1655,顺治,12,,第3甲第179名
清,周建鼎,周建鼎,1655,顺治,12,,第3甲第275名
清,周沛生,周沛生,1655,顺治,12,,第3甲第207名
清,周之旦,周之旦,1655,顺治,12,,第3甲第266名
清,周道新,周道新,1655,顺治,12,,第3甲第223名
清,周成文,周成文,1655,顺治,12,,第3甲第211名
清,周景濂,周景濂,1655,顺治,12,,第3甲第54名
清,周嗣昌,周嗣昌,1655,顺治,12,,第3甲第222名
清,屠尚,屠尚,1655,顺治,12,,第3甲第116名
清,閔敘,闵叙,1655,顺治,12,,第2甲第51名
清,歐陽光縉,欧阳光缙,1655,顺治,12,,第3甲第293名
清,桑開運,桑开运,1655,顺治,12,,第3甲第100名
清,金玉式,金玉式,1655,顺治,12,,第3甲第308名
清,翁佶,翁佶,1655,顺治,12,,第2甲第44名
清,翁士偉,翁士伟,1655,顺治,12,,第3甲第189名
清,年仲隆,年仲隆,1655,顺治,12,,第3甲第14名
清,谷元亨,谷元亨,1655,顺治,12,,第3甲第230名
清,余開熙,余开熙,1655,顺治,12,,第3甲第155名
清,錢升,钱升,1655,顺治,12,,第3甲第252名
清,錢黯,钱黯,1655,顺治,12,,第3甲第60名
清,銀文燦,银文灿,1655,顺治,12,,第3甲第319名
清,鄭章,郑章,1655,顺治,12,,第3甲第143名
清,鄭鼎鎮,郑鼎镇,1655,顺治,12,,第3甲第291名
清,鄭向,郑向,1655,顺治,12,,第3甲第261名
清,鄭觀吉,郑观吉,1655,顺治,12,,第3甲第27名
清,鄭嗣武,郑嗣武,1655,顺治,12,,第3甲第215名
清,舒暢,舒畅,1655,顺治,12,,第3甲第191名
清,竹綠猗,竹绿猗,1655,顺治,12,,第3甲第128名
清,符應琦,符应琦,1655,顺治,12,,第3甲第33名
清,符渭英,符渭英,1655,顺治,12,,第3甲第76名
清,党以讓,党以让,1655,顺治,12,,第3甲第79名
清,常建,常建,1655,顺治,12,,第3甲第73名
清,康殿邦,康殿邦,1655,顺治,12,,第3甲第31名
清,唐彥暉,唐彦晖,1655,顺治,12,,第3甲第57名
清,榮開,荣开,1655,顺治,12,,第3甲第214名
未详,寧國貞,宁国贞,1655,未详,0,,
未详,張翰揚,张翰扬,1655,未详,,,
清,高標,高标,1655,顺治,12,,第3甲第229名
清,高曦,高曦,1655,顺治,12,,第3甲第260名
清,高鳳起,高凤起,1655,顺治,12,,第3甲第237名
清,洪若臯,洪若臯,1655,顺治,12,,二甲第四十二名進士
清,叢太為,丛太为,1655,顺治,12,,
清,黃傑,黄杰,1653,顺治,10,,第2甲第93名
清,黃金山,黄金山,1653,顺治,10,,第3甲第164名
清,笪重光,笪重光,1652,顺治,9,,第2甲第18名
清,徐越,徐越,1652,顺治,9,,第3甲第1名
清,湯斌,汤斌,1652,顺治,9,,第3甲第167名
清,吳穎,吴颖,1652,顺治,9,,
清,韓庭巳,韩庭巳,1652,顺治,9,,
清,丁思孔,丁思孔,1652,顺治,9,,
清,施維翰,施维翰,1652,顺治,9,,
清,范承謨,范承谟,1652,顺治,9,,
清,佟佳達哈塔,佟佳达哈塔,1652,顺治,9,,
清,余國柱,余国柱,1652,顺治,9,,三甲九十四名
清,李來泰,李来泰,1652,顺治,9,,
清,顧大申,顾大申,1652,顺治,9,,
清,呂祖望,吕祖望,1652,顺治,9,,
清,方猶,方犹,1652,顺治,9,,
清,王紀,王纪,1652,顺治,9,,
清,王綱,王纲,1652,顺治,9,,
清,史彪古,史彪古,1652,顺治,9,,
清,哲柏馬祜,哲柏马祜,1652,顺治,9,,
清,周季琬,周季琬,1652,顺治,9,,
清,鄭四端,郑四端,1652,顺治,9,,3甲316名
清,蕭家芝,萧家芝,1652,顺治,9,,二甲二十五名
清,遲煌,迟煌,1652,顺治,9,,二甲十一名
清,郭忠倚,郭忠倚,1652,顺治,9,,一甲一名
清,韓士望,韩士望,1652,顺治,9,,
清,金鋐,金鋐,1652,顺治,9,,
清,侯于唐,侯于唐,1652,顺治,9,,
清,何澄,何澄,1652,顺治,9,,
清,俞鐸,俞铎,1652,顺治,9,,
清,饒宇栻,饶宇栻,1652,顺治,9,,三甲二三五名
清,楊素蘊,杨素蕴,1652,顺治,9,,
清,王孫蔚,王孙蔚,1652,顺治,9,,
清,王仕雲,王仕云,1652,顺治,9,,第3甲第90名
清,田起龍,田起龙,1652,顺治,9,,第3甲第317名
清,余縉,余缙,1652,顺治,9,,第3甲第151名
清,沈荃,沈荃,1652,顺治,9,,第1甲第3名
清,張芳,张芳,1652,顺治,9,,第3甲第224名
清,張標,张标,1652,顺治,9,,
清,陳可畏,陈可畏,1652,顺治,9,,第3甲第92名
清,洪琮,洪琮,1652,顺治,9,,第3甲第32名
清,耿介,耿介,1652,顺治,9,,第3甲第133名
清,瓜爾佳麻勒吉,瓜尔佳麻勒吉,1652,顺治,9,,
清,廖元發,廖元发,1652,顺治,9,,第3甲第244名
清,齊贊宸,齐赞宸,1652,顺治,9,,第3甲第21名
清,齊贊樞,齐赞枢,1652,顺治,9,,第3甲第161名
清,方師誨,方师诲,1652,顺治,9,,第3甲第237名
清,方希賢,方希贤,1652,顺治,9,,第3甲第30名
清,方開澤,方开泽,1652,顺治,9,,第2甲第58名
清,商民宗,商民宗,1652,顺治,9,,第3甲第230名
清,章平事,章平事,1652,顺治,9,,第3甲第312名
清,譚弘憲,谭弘宪,1652,顺治,9,,第3甲第184名
清,許瑤,许瑶,1652,顺治,9,,第2甲第19名
清,許重華,许重华,1652,顺治,9,,第3甲第41名
清,許侃,许侃,1652,顺治,9,,第3甲第153名
